Athlete,Discipline,NOC,Gender,Medal
BROCKMANN  Hermanus Gerardus,Rowing,ZZX,Men,Gold
KLEIN  Roelof,Rowing,ZZX,Men,Gold
MARTINET  Louis,Rowing,FRA,Men,Silver
UNKNOWN COX / BARREUR INCONNU,Rowing,FRA,Men,Silver
WALEFF,Rowing,FRA,Men,Silver
ASHE  Saint-George,Rowing,GBR,Men,Bronze
BARRELET  Henri,Rowing,FRA,Men,Gold
GAUDIN  André,Rowing,FRA,Men,Silver
AITOFF  Vladimir,Rugby,FRA,Men,Gold
ALBERT  A.,Rugby,FRA,Men,Gold
BINOCHE  Jean  LÃ©on,Rugby,FRA,Men,Gold
COLLAS  Jean,Rugby,FRA,Men,Gold
GAUTIER  Jean Guy,Rugby,FRA,Men,Gold
GIROUX  Auguste,Rugby,FRA,Men,Gold
GONDOUIN  Charles,Rugby,FRA,Men,Gold
HENRIQUEZ DE ZUBIERRA  Constantin,Rugby,FRA,Men,Gold
HERVE  Jean,Rugby,FRA,Men,Gold
LARDANCHET  Victor,Rugby,FRA,Men,Gold
LEFEBVRE  Hubert,Rugby,FRA,Men,Gold
OLIVIER  Joseph,Rugby,FRA,Men,Gold
PHARAMOND  Alexandre,Rugby,FRA,Men,Gold
REICHEL  Frantz,Rugby,FRA,Men,Gold
RISCHMANN  André,Rugby,FRA,Men,Gold
ROOSEVELT  Albert,Rugby,FRA,Men,Gold
SARRADE  Emile,Rugby,FRA,Men,Gold
AMRHEIN  Albert,Rugby,GER,Men,Silver
BAYLISS  F.C.,Rugby,GBR,Men,Silver
BETTING  Hugo,Rugby,GER,Men,Silver
BIRTLES  J.Henry,Rugby,GBR,Men,Silver
CAUTLON  J.,Rugby,GBR,Men,Silver
DARBY  Artur John,Rugby,GBR,Men,Silver
DEYKIN  C.P.,Rugby,GBR,Men,Silver
HERRMANN  Jacob,Rugby,GER,Men,Silver
HOFMEISTER  Willy,Rugby,GER,Men,Silver
HOOD  L.,Rugby,GBR,Men,Silver
KREUZER  Hermann,Rugby,GER,Men,Silver
LANDVOIGT  Arnold,Rugby,GER,Men,Silver
LATSCHA  Hans,Rugby,GER,Men,Silver
LOGAN  M.L.,Rugby,GBR,Men,Silver
LOVEITT  H.A.,Rugby,GBR,Men,Silver
LUDWIG  Erich,Rugby,GER,Men,Silver
LUDWIG  Richard,Rugby,GER,Men,Silver
MÜLLER  Fritz,Rugby,GER,Men,Silver
NICOL  N.S.,Rugby,GBR,Men,Silver
POPPE  Eduard,Rugby,GER,Men,Silver
REITZ  Heinrich,Rugby,GER,Men,Silver
SCHMIERER  August,Rugby,GER,Men,Silver
SMITH  V.,Rugby,GBR,Men,Silver
STOCKHAUSEN  Adolf,Rugby,GER,Men,Silver
TALBOT  M.W.,Rugby,GBR,Men,Silver
WALLIS  J.G.,Rugby,GBR,Men,Silver
WENDEROTH  Georg,Rugby,GER,Men,Silver
WHITTINDALE  Claud,Rugby,GBR,Men,Silver
WHITTINDALE  Raymond,Rugby,GBR,Men,Silver
WILSON  Francis Henry,Rugby,GBR,Men,Silver
MICHELET  E.,Sailing,FRA,Men,Bronze
MICHELET  F.,Sailing,FRA,Men,Bronze
GRETTON  John H.,Sailing,GBR,Men,Gold
HOPE  Linton,Sailing,GBR,Men,Gold
LORD CURRIE  Lorne Campbell,Sailing,GBR,Men,Gold
BAUDRIER  Jacques,Sailing,FRA,Men,Silver
LEBRET  Jean,Sailing,FRA,Men,Silver
MARCOTTE,Sailing,FRA,Men,Silver
MARTIN  William,Sailing,FRA,Men,Silver
VALTON,Sailing,FRA,Men,Silver
HORE  Edward,Sailing,GBR,Men,Bronze
BILLARD  Emile,Sailing,FRA,Men,Gold
PERQUER  P.,Sailing,FRA,Men,Gold
LE DUC DECAZES  Jean,Sailing,FRA,Men,Silver
MACHENRY  M.,Sailing,USA,Men,Bronze
TAYLOR  Howard,Sailing,GBR,Men,Gold
GUFFLET  Maurice,Sailing,FRA,Men,Silver
MICHELET  E.,Sailing,FRA,Men,Bronze
MICHELET  F.,Sailing,FRA,Men,Bronze
GRETTON  John H.,Sailing,GBR,Men,Gold
HOPE  Linton,Sailing,GBR,Men,Gold
LORD CURRIE  Lorne Campbell,Sailing,GBR,Men,Gold
NAUE  Georg,Sailing,GER,Men,Silver
PETERS  Heinrich,Sailing,GER,Men,Silver
WEISE  Ottokar,Sailing,GER,Men,Silver
WIESNER  Martin,Sailing,GER,Men,Silver
BALME  Eugène,Shooting,FRA,Men,Bronze
LARROUY  Maurice,Shooting,FRA,Men,Gold
MOREAUX  Léon,Shooting,FRA,Men,Silver
BOUWENS  Antonius,Shooting,NED,Men,Bronze
SILLEM  Henrik,Shooting,NED,Men,Bronze
SWEYS  Anthony Ahasuerus,Shooting,NED,Men,Bronze
VAN DEN BERGH  Solko Johannes,Shooting,NED,Men,Bronze
VAN HAAN  Gerardus,Shooting,NED,Men,Bronze
LÜTHI  Friedrich,Shooting,SUI,Men,Gold
PROBST  Paul,Shooting,SUI,Men,Gold
RICHARDET  Louis-Marc,Shooting,SUI,Men,Gold
RÖDERER  Karl Konrad,Shooting,SUI,Men,Gold
STÄHELI  Konrad,Shooting,SUI,Men,Gold
DUFFOY  Louis,Shooting,FRA,Men,Silver
LECOQ  Maurice,Shooting,FRA,Men,Silver
MOREAUX  Léon,Shooting,FRA,Men,Silver
PAROCHE  Achille,Shooting,FRA,Men,Silver
TRINITE,Shooting,FRA,Men,Silver
STÄHELI  Konrad,Shooting,SUI,Men,Bronze
RÖDERER  Karl Konrad,Shooting,SUI,Men,Gold
PAROCHE  Achille,Shooting,FRA,Men,Silver
ÖSTMO  Ole,Shooting,NOR,Men,Bronze
VAN ASBROECK  Paul,Shooting,BEL,Men,Bronze
KELLENBERGER  Emil,Shooting,SUI,Men,Gold
NIELSEN  Anders Peter,Shooting,DEN,Men,Silver
STÄHELI  Konrad,Shooting,SUI,Men,Gold
KELLENBERGER  Emil,Shooting,SUI,Men,Silver
NIELSEN  Anders Peter,Shooting,DEN,Men,Silver
ÖSTMO  Ole,Shooting,NOR,Men,Bronze
PAROCHE  Achille,Shooting,FRA,Men,Gold
NIELSEN  Anders Peter,Shooting,DEN,Men,Silver
PAUMIER DU VERGIER  Charles,Shooting,BEL,Men,Bronze
MADSEN  Lars Jörgen,Shooting,DEN,Men,Gold
ÖSTMO  Ole,Shooting,NOR,Men,Silver
CAVADINI  Auguste,Shooting,FRA,Men,Bronze
LECOQ  Maurice,Shooting,FRA,Men,Bronze
MOREAUX  Léon,Shooting,FRA,Men,Bronze
PAROCHE  Achille,Shooting,FRA,Men,Bronze
THOMAS  René,Shooting,FRA,Men,Bronze
BÖCKLI  Franz,Shooting,SUI,Men,Gold
GRÜTER  Alfred,Shooting,SUI,Men,Gold
KELLENBERGER  Emil,Shooting,SUI,Men,Gold
RICHARDET  Louis-Marc,Shooting,SUI,Men,Gold
STÄHELI  Konrad,Shooting,SUI,Men,Gold
FRYDENLUND  Olaf Emil,Shooting,NOR,Men,Silver
HERMANDSEN  Hellmer,Shooting,NOR,Men,Silver
ÖSTMO  Ole,Shooting,NOR,Men,Silver
SAETHER  Ole Andreas,Shooting,NOR,Men,Silver
SEEBERG  Tom,Shooting,NOR,Men,Silver
DE CLARY  Justinien,Shooting,FRA,Men,Bronze
DE BARBARIN  Roger,Shooting,FRA,Men,Gold
GUYOT  René,Shooting,FRA,Men,Silver
DE LA CHAPELLE  Georges,Tennis,FRA,Men,Bronze
MAHONY  Harold Sergerson,Tennis,GBR,Men,Bronze
NORRIS  Arthur B.J.,Tennis,GBR,Men,Bronze
PREVOST  André,Tennis,FRA,Men,Bronze
DOHERTY  Hugh Lawrence,Tennis,GBR,Men,Gold
DOHERTY  Reginald Frank,Tennis,GBR,Men,Gold
DE GARMENDIA  Basil Spalding,Tennis,ZZX,Men,Silver
DECUGIS  Max,Tennis,ZZX,Men,Silver
DOHERTY  Hugh Lawrence,Tennis,ZZX,Men,Bronze
WARDEN  Archibald A.,Tennis,ZZX,Men,Bronze
DOHERTY  Reginald Frank,Tennis,GBR,Men,Gold
MAHONY  Harold Sergerson,Tennis,ZZX,Men,Silver
JONES  Marion,Tennis,ZZX,Women,Bronze
ROSENBAUM  Hedwig,Tennis,ZZX,Women,Bronze
COOPER  Charlotte,Tennis,GBR,Women,Gold
PREVOST  Hélène,Tennis,ZZX,Women,Silver
DOHERTY  Reginald Frank,Tennis,GBR,Men,Bronze
NORRIS  Arthur B.J.,Tennis,GBR,Men,Bronze
DOHERTY  Hugh Lawrence,Tennis,GBR,Men,Gold
MAHONY  Harold Sergerson,Tennis,GBR,Men,Silver
JONES  Marion,Tennis,USA,Women,Bronze
ROSENBAUM  Hedwig,Tennis,BOH,Women,Bronze
COOPER  Charlotte,Tennis,GBR,Women,Gold
PREVOST  Hélène,Tennis,FRA,Women,Silver
AABYE  Edgar,Tug of War,ZZX,Men,Gold
NILSSON  August,Tug of War,ZZX,Men,Gold
SCHMIDT  Eugen,Tug of War,ZZX,Men,Gold
SÖDERSTRÖM  Gustaf,Tug of War,ZZX,Men,Gold
STAAF  Karl Gustav,Tug of War,ZZX,Men,Gold
WINCKLER  Charles,Tug of War,ZZX,Men,Gold
BASSET  Pierre,Tug of War,FRA,Men,Silver
COLLAS  Jean,Tug of War,FRA,Men,Silver
GONDOUIN  Charles,Tug of War,FRA,Men,Silver
HENRIQUEZ DE ZUBIERRA  Constantin,Tug of War,FRA,Men,Silver
ROFFO  Joseph,Tug of War,FRA,Men,Silver
SARRADE  Emile,Tug of War,FRA,Men,Silver
BRAUNSCHWEIGER  Alfred,Diving,GER,Men,Bronze
KEHOE  Frank,Diving,USA,Men,Bronze
SHELDON  George,Diving,USA,Men,Gold
HOFFMANN  Georg,Diving,GER,Men,Silver
GOODWIN  Leo Budd,Diving,USA,Men,Bronze
DICKEY  William Paul,Diving,USA,Men,Gold
ADAMS  Edgar H.,Diving,USA,Men,Silver
ZACHARIAS  Georg,Swimming,GER,Men,Bronze
BRACK  Walter,Swimming,GER,Men,Gold
HOFFMANN  Georg,Swimming,GER,Men,Silver
LEARY  J. Scott,Swimming,USA,Men,Bronze
HALMAY  Zoltan,Swimming,HUN,Men,Gold
DANIELS  Charles,Swimming,USA,Men,Silver
GAILEY  Francis,Swimming,USA,Men,Bronze
RAUSCH  Emil,Swimming,GER,Men,Gold
KISS  Geza,Swimming,HUN,Men,Silver
RAUSCH  Emil,Swimming,GER,Men,Bronze
DANIELS  Charles,Swimming,USA,Men,Gold
GAILEY  Francis,Swimming,USA,Men,Silver
HANDY  Hehry Jamison,Swimming,USA,Men,Bronze
ZACHARIAS  Georg,Swimming,GER,Men,Gold
BRACK  Walter,Swimming,GER,Men,Silver
WAHLE  Otto,Swimming,AUT,Men,Bronze
DANIELS  Charles,Swimming,USA,Men,Gold
GAILEY  Francis,Swimming,USA,Men,Silver
EVANS  Gwynne,Swimming,USA,Men,Bronze
ORTHWEIN  William Robert,Swimming,USA,Men,Bronze
REYBURN  Amadee,Swimming,USA,Men,Bronze
SCHWARTZ  Marquard,Swimming,USA,Men,Bronze
DANIELS  Charles,Swimming,USA,Men,Gold
GOODWIN  Leo Budd,Swimming,USA,Men,Gold
HANDLEY  Louis De Breda,Swimming,USA,Men,Gold
RUDDY  Joseph A.,Swimming,USA,Men,Gold
GOETZ  Hugo,Swimming,USA,Men,Silver
HAMMOND  David,Swimming,USA,Men,Silver
THORNE  Raymond,Swimming,USA,Men,Silver
TUTTLE  William,Swimming,USA,Men,Silver
DANIELS  Charles,Swimming,USA,Men,Bronze
HALMAY  Zoltan,Swimming,HUN,Men,Gold
LEARY  J. Scott,Swimming,USA,Men,Silver
KISS  Geza,Swimming,HUN,Men,Bronze
RAUSCH  Emil,Swimming,GER,Men,Gold
GAILEY  Francis,Swimming,USA,Men,Silver
THOMPSON  William Henry,Archery,USA,Men,Bronze
BRYANT  George Philipp,Archery,USA,Men,Gold
WILLIAMS  Robert,Archery,USA,Men,Silver
POLLOCK  Jessie,Archery,USA,Women,Bronze
HOWELL  Matilda Scott,Archery,USA,Women,Gold
COOKE  Emma C.,Archery,USA,Women,Silver
POLLOCK  Jessie,Archery,USA,Women,Bronze
HOWELL  Matilda Scott,Archery,USA,Women,Gold
COOKE  Emma C.,Archery,USA,Women,Silver
THOMPSON  William Henry,Archery,USA,Men,Bronze
BRYANT  George Philipp,Archery,USA,Men,Gold
WILLIAMS  Robert,Archery,USA,Men,Silver
BRYANT  George Philipp,Archery,USA,Men,Bronze
BRYANT  Wallace,Archery,USA,Men,Bronze
DALLIN  Cyrus Edwin,Archery,USA,Men,Bronze
RICHARDSON  Henry Barber,Archery,USA,Men,Bronze
MAXSON  Louis W.,Archery,USA,Men,Gold
SPENCER  Galen Carter,Archery,USA,Men,Gold
THOMPSON  William Henry,Archery,USA,Men,Gold
WILLIAMS  Robert,Archery,USA,Men,Gold
CLARK  William A.,Archery,USA,Men,Silver
DUVALL  Samuel Harding,Archery,USA,Men,Silver
HUBBARD  Charles R.,Archery,USA,Men,Silver
WOODRUFF  Charles S.,Archery,USA,Men,Silver
HOWELL  Matilda Scott,Archery,USA,Women,Gold
POLLOCK  Jessie,Archery,USA,Women,Gold
TAYLOR  Louise,Archery,USA,Women,Gold
WOODRUFF  Laura,Archery,USA,Women,Gold
COOKE  Emma C.,Archery,USA,Women,Silver
TAYLOR  Mabel,Archery,USA,Women,Silver
HOGENSON  William,Athletics,USA,Men,Bronze
HAHN  Archie,Athletics,USA,Men,Gold
CARTMELL  John Nathaniel,Athletics,USA,Men,Silver
ASHBURNER  Lesley,Athletics,USA,Men,Bronze
SCHULE  Frederick,Athletics,USA,Men,Gold
SHIDELER  Thaddeus,Athletics,USA,Men,Silver
HEARN  Lacey,Athletics,USA,Men,Bronze
LIGHTBODY  James,Athletics,USA,Men,Gold
VERNER  William Frank,Athletics,USA,Men,Silver
HOGENSON  William,Athletics,USA,Men,Bronze
HAHN  Archie,Athletics,USA,Men,Gold
CARTMELL  John Nathaniel,Athletics,USA,Men,Silver
POAGE  George,Athletics,USA,Men,Bronze
HILLMAN  Harry,Athletics,USA,Men,Gold
CASTLEMAN  Frank,Athletics,USA,Men,Silver
NEWTON  Arthur,Athletics,USA,Men,Bronze
LIGHTBODY  James,Athletics,USA,Men,Gold
DALY  John,Athletics,GBR,Men,Silver
GROMAN  Herman,Athletics,USA,Men,Bronze
HILLMAN  Harry,Athletics,USA,Men,Gold
WALLER  Frank,Athletics,USA,Men,Silver
POAGE  George,Athletics,USA,Men,Bronze
HILLMAN  Harry,Athletics,USA,Men,Gold
WALLER  Frank,Athletics,USA,Men,Silver
MUNSON  David Curtis,Athletics,USA,Men,Gold
NEWTON  Arthur,Athletics,USA,Men,Gold
PILGRIM  Paul Harry,Athletics,USA,Men,Gold
UNDERWOOD  George,Athletics,USA,Men,Gold
VALENTINE  Howard,Athletics,USA,Men,Gold
CORAY  Albert,Athletics,ZZX,Men,Silver
HATCH  Sidney,Athletics,ZZX,Men,Silver
HEARN  Lacey,Athletics,ZZX,Men,Silver
LIGHTBODY  James,Athletics,ZZX,Men,Silver
VERNER  William Frank,Athletics,ZZX,Men,Silver
MITCHELL  James,Athletics,USA,Men,Bronze
DESMARTEAU  Etienne,Athletics,CAN,Men,Gold
FLANAGAN  John Jesus,Athletics,USA,Men,Silver
MOULTON  Fay,Athletics,USA,Men,Bronze
HAHN  Archie,Athletics,USA,Men,Gold
HOGENSON  William,Athletics,USA,Men,Silver
BREITKREUTZ  Emil,Athletics,USA,Men,Bronze
LIGHTBODY  James,Athletics,USA,Men,Gold
VALENTINE  Howard,Athletics,USA,Men,Silver
HARE  Thomas Truxton,Athletics,USA,Men,Bronze
KIELY  Thomas Francis,Athletics,GBR,Men,Gold
GUNN  Adam,Athletics,USA,Men,Silver
GEORGANDAS  Nicolaos,Athletics,GRE,Men,Bronze
SHERIDAN  Martin,Athletics,USA,Men,Gold
ROSE  Ralph,Athletics,USA,Men,Silver
ROSE  Ralph,Athletics,USA,Men,Bronze
FLANAGAN  John Jesus,Athletics,USA,Men,Gold
DEWITT  John,Athletics,USA,Men,Silver
WEINSTEIN  Paul,Athletics,GER,Men,Bronze
JONES  Samuel,Athletics,USA,Men,Gold
SERVISS  Garrett,Athletics,USA,Men,Silver
ROBERTSON  Lawson N.,Athletics,USA,Men,Bronze
EWRY  Ray,Athletics,USA,Men,Gold
STADLER  Joseph F.,Athletics,USA,Men,Silver
STANGLAND  Robert,Athletics,USA,Men,Bronze
PRINSTEIN  Meyer,Athletics,USA,Men,Gold
FRANK  Daniel,Athletics,USA,Men,Silver
BILLER  John,Athletics,USA,Men,Bronze
EWRY  Ray,Athletics,USA,Men,Gold
KING  Charles,Athletics,USA,Men,Silver
NEWTON  Arthur,Athletics,USA,Men,Bronze
HICKS  Thomas,Athletics,USA,Men,Gold
CORAY  Albert,Athletics,USA,Men,Silver
WILKINS  Louis,Athletics,USA,Men,Bronze
DVORAK  Charles,Athletics,USA,Men,Gold
SAMSE  Leroy,Athletics,USA,Men,Silver
FEUERBACH  Lawrence E. Joseph,Athletics,USA,Men,Bronze
ROSE  Ralph,Athletics,USA,Men,Gold
COE  William Wesley,Athletics,USA,Men,Silver
MERZ  William,Athletics,USA,Men,Bronze
EMMERICH  Max,Athletics,USA,Men,Gold
GRIEB  John,Athletics,USA,Men,Silver
STANGLAND  Robert,Athletics,USA,Men,Bronze
PRINSTEIN  Meyer,Athletics,USA,Men,Gold
ENGLEHARDT  Frederick,Athletics,USA,Men,Silver
STADLER  Joseph F.,Athletics,USA,Men,Bronze
EWRY  Ray,Athletics,USA,Men,Gold
KING  Charles,Athletics,USA,Men,Silver
FINNEGAN  George,Boxing,USA,Men,Gold
BURKE  Miles,Boxing,USA,Men,Silver
MICHAELS  William,Boxing,USA,Men,Bronze
BERGER  Samuel,Boxing,USA,Men,Gold
MAYER  Charles,Boxing,USA,Men,Silver
KIRK  Oliver L.,Boxing,USA,Men,Gold
FINNEGAN  George,Boxing,USA,Men,Silver
GILMORE  Frederick,Boxing,USA,Men,Bronze
KIRK  Oliver L.,Boxing,USA,Men,Gold
HALLER  Frank,Boxing,USA,Men,Silver
VAN HORN  Russell,Boxing,USA,Men,Bronze
SPANGER  Harry J.,Boxing,USA,Men,Gold
EAGAN  James Jack,Boxing,USA,Men,Silver
EAGAN  James Jack,Boxing,USA,Men,Bronze
LYDON  Joseph,Boxing,USA,Men,Bronze
YOUNG  Albert,Boxing,USA,Men,Gold
SPANGER  Harry J.,Boxing,USA,Men,Silver
MAYER  Charles,Boxing,USA,Men,Gold
SPRADLEY  Benjamin,Boxing,USA,Men,Silver
BILLINGTON  Edward,Cycling Track,USA,Men,Bronze
HURLEY  Marcus,Cycling Track,USA,Men,Gold
DOWNING  Burton,Cycling Track,USA,Men,Silver
DOWNING  Burton,Cycling Track,USA,Men,Bronze
HURLEY  Marcus,Cycling Track,USA,Men,Gold
BILLINGTON  Edward,Cycling Track,USA,Men,Silver
BILLINGTON  Edward,Cycling Track,USA,Men,Bronze
HURLEY  Marcus,Cycling Track,USA,Men,Gold
DOWNING  Burton,Cycling Track,USA,Men,Silver
BILLINGTON  Edward,Cycling Track,USA,Men,Bronze
HURLEY  Marcus,Cycling Track,USA,Men,Gold
DOWNING  Burton,Cycling Track,USA,Men,Silver
HURLEY  Marcus,Cycling Track,USA,Men,Bronze
DOWNING  Burton,Cycling Track,USA,Men,Gold
GOERKE  Oscar,Cycling Track,USA,Men,Silver
WILEY  George,Cycling Track,USA,Men,Bronze
DOWNING  Burton,Cycling Track,USA,Men,Gold
ANDREWS  Arthur F.,Cycling Track,USA,Men,Silver
ANDREWS  Arthur F.,Cycling Track,USA,Men,Bronze
SCHLEE  Charles,Cycling Track,USA,Men,Gold
WILEY  George,Cycling Track,USA,Men,Silver
VAN ZO POST  Albertson,Fencing,CUB,Men,Bronze
FONST  Ramon,Fencing,CUB,Men,Gold
TATHAM  Charles,Fencing,CUB,Men,Silver
TATHAM  Charles,Fencing,CUB,Men,Bronze
FONST  Ramon,Fencing,CUB,Men,Gold
VAN ZO POST  Albertson,Fencing,CUB,Men,Silver
DIAZ  Manuel,Fencing,ZZX,Men,Gold
FONST  Ramon,Fencing,ZZX,Men,Gold
VAN ZO POST  Albertson,Fencing,ZZX,Men,Gold
FOX  Arthur,Fencing,USA,Men,Silver
TATHAM  Charles,Fencing,USA,Men,Silver
TOWNSEND  Charles Fitzhugh,Fencing,USA,Men,Silver
VAN ZO POST  Albertson,Fencing,CUB,Men,Bronze
DIAZ  Manuel,Fencing,CUB,Men,Gold
GREBE  William,Fencing,USA,Men,Silver
GREBE  William,Fencing,USA,Men,Bronze
VAN ZO POST  Albertson,Fencing,CUB,Men,Gold
O'CONNOR  William Scott,Fencing,USA,Men,Silver
BRADY  Joseph J.,Football,USA,Men,Bronze
COOKE  George Edwin,Football,USA,Men,Bronze
COOKE  Thomas J.,Football,USA,Men,Bronze
COSTGROVE  Cormic F.,Football,USA,Men,Bronze
DIERKES,Football,USA,Men,Bronze
DOOLING  Martin T.,Football,USA,Men,Bronze
FROST  Frank,Football,USA,Men,Bronze
JAMESON  Claude Stanley,Football,USA,Men,Bronze
JAMESON  Henry Wood,Football,USA,Men,Bronze
JOHNSON  -,Football,USA,Men,Bronze
O'CONNELL,Football,USA,Men,Bronze
TATE  Harry,Football,USA,Men,Bronze
BARTLIFF  Charles Albert,Football,USA,Men,Gold
BRADY  Joseph J.,Football,USA,Men,Gold
BRITTINGHAM  Warren G.,Football,USA,Men,Gold
BROCKMEYER  Oscar B.,Football,USA,Men,Gold
COOKE  George Edwin,Football,USA,Men,Gold
COOKE  Thomas J.,Football,USA,Men,Gold
COSTGROVE  Cormic F.,Football,USA,Men,Gold
CUDMORE  Alexander,Football,USA,Men,Gold
DIERKES,Football,USA,Men,Gold
DOOLING  Martin T.,Football,USA,Men,Gold
DUCKER  George,Football,CAN,Men,Gold
FRASER  John Alexander,Football,CAN,Men,Gold
FROST  Frank,Football,USA,Men,Gold
GOURLEY  John,Football,CAN,Men,Gold
HALL  Alexander,Football,CAN,Men,Gold
JAMESON  Claude Stanley,Football,USA,Men,Gold
JAMESON  Henry Wood,Football,USA,Men,Gold
JANUARY  Charles James,Football,USA,Men,Gold
JANUARY  John Hartnett,Football,USA,Men,Gold
JANUARY  Thomas Thurston,Football,USA,Men,Gold
JOHNSON  -,Football,USA,Men,Gold
JOHNSON  Albert,Football,CAN,Men,Gold
LANE  Robert,Football,CAN,Men,Gold
LAWLER  Raymond E.,Football,USA,Men,Gold
LINTON  Ernest,Football,CAN,Men,Gold
LYDON  Joseph,Football,USA,Men,Gold
MACDONALD  Gordon,Football,CAN,Men,Gold
MENGES  Louis John,Football,USA,Men,Gold
O'CONNELL,Football,USA,Men,Gold
RATICAN  Peter Joseph,Football,USA,Men,Gold
STEEP  Frederick,Football,CAN,Men,Gold
TATE  Harry,Football,USA,Men,Gold
TAYLOR  Thomas,Football,CAN,Men,Gold
TWAITS  William,Football,CAN,Men,Gold
BARTLIFF  Charles Albert,Football,USA,Men,Silver
BRITTINGHAM  Warren G.,Football,USA,Men,Silver
BROCKMEYER  Oscar B.,Football,USA,Men,Silver
CUDMORE  Alexander,Football,USA,Men,Silver
JANUARY  Charles James,Football,USA,Men,Silver
JANUARY  John Hartnett,Football,USA,Men,Silver
JANUARY  Thomas Thurston,Football,USA,Men,Silver
LAWLER  Raymond E.,Football,USA,Men,Silver
LYDON  Joseph,Football,USA,Men,Silver
MENGES  Louis John,Football,USA,Men,Silver
RATICAN  Peter Joseph,Football,USA,Men,Silver
MCKINNIE  Burt P.,Golf,USA,Men,Bronze
NEWTON  Francis Clement,Golf,USA,Men,Bronze
LYON  George Seymour,Golf,CAN,Men,Gold
EGAN  Henri Chandler,Golf,USA,Men,Silver
CUMMINS  Edward M.,Golf,USA,Men,Gold
EDWARDS  Kenneth Paine,Golf,USA,Men,Gold
EGAN  Henri Chandler,Golf,USA,Men,Gold
EGAN  Walter Eugene,Golf,USA,Men,Gold
HUNTER  Robert Edward,Golf,USA,Men,Gold
MOORE  Nathaniel Fish,Golf,USA,Men,Gold
PHELPS  Mason Elliot,Golf,USA,Men,Gold
SAWYER  Danieledward,Golf,USA,Men,Gold
SMOOT  Clement E.,Golf,USA,Men,Gold
WOOD  Warren K.,Golf,USA,Men,Gold
CADY  John Deere,Golf,USA,Men,Silver
LAMBERT  Albert Bond,Golf,USA,Men,Silver
MAXWELL  John R.,Golf,USA,Men,Silver
MCKINNIE  Burt P.,Golf,USA,Men,Silver
MCKITTRICK  Ralph,Golf,USA,Men,Silver
NEWTON  Francis Clement,Golf,USA,Men,Silver
POTTER  Henry,Golf,USA,Men,Silver
SEMPLE  Frederick,Golf,USA,Men,Silver
STICKNEY  Arthur William,Golf,USA,Men,Silver
STICKNEY  Stuart Grosvenor,Golf,USA,Men,Silver
WILSON  Ralph,Artistic G.,USA,Men,Bronze
HENNIG  Edward,Artistic G.,USA,Men,Gold
VOIGT  Emil,Artistic G.,USA,Men,Silver
WEBER  Wilhelm,Artistic G.,GER,Men,Bronze
SPINNLER  Adolf,Artistic G.,SUI,Men,Gold
LENHART  Julius,Artistic G.,USA,Men,Silver
MERZ  William,Artistic G.,USA,Men,Bronze
HEIDA  Anton,Artistic G.,USA,Men,Gold
EYSER  George,Artistic G.,USA,Men,Silver
EYSER  George,Artistic G.,USA,Men,Bronze
HEIDA  Anton,Artistic G.,USA,Men,Gold
HENNIG  Edward,Artistic G.,USA,Men,Gold
SPINNLER  Adolf,Artistic G.,SUI,Men,Bronze
LENHART  Julius,Artistic G.,USA,Men,Gold
WEBER  Wilhelm,Artistic G.,GER,Men,Silver
DUHA  John,Artistic G.,USA,Men,Bronze
EYSER  George,Artistic G.,USA,Men,Gold
HEIDA  Anton,Artistic G.,USA,Men,Silver
MERZ  William,Artistic G.,USA,Men,Bronze
HEIDA  Anton,Artistic G.,USA,Men,Gold
EYSER  George,Artistic G.,USA,Men,Silver
VOIGT  Emil,Artistic G.,USA,Men,Bronze
GLASS  Hermann,Artistic G.,USA,Men,Gold
MERZ  William,Artistic G.,USA,Men,Silver
VOIGT  Emil,Artistic G.,USA,Men,Bronze
EYSER  George,Artistic G.,USA,Men,Gold
KRAUSE  Charles,Artistic G.,USA,Men,Silver
DUHA  John,Artistic G.,USA,Men,Bronze
KRAUSE  Charles,Artistic G.,USA,Men,Bronze
MAYACK  Robert,Artistic G.,USA,Men,Bronze
MEYER  George,Artistic G.,USA,Men,Bronze
SCHUSTER  Philipp,Artistic G.,USA,Men,Bronze
SIEGLER  Edward,Artistic G.,USA,Men,Bronze
GRIEB  John,Artistic G.,USA,Men,Gold
HEIDA  Anton,Artistic G.,USA,Men,Gold
HESS  Max,Artistic G.,USA,Men,Gold
KASSEL  Philipp,Artistic G.,USA,Men,Gold
LENHART  Julius,Artistic G.,USA,Men,Gold
RECKEWEG  Ernst,Artistic G.,USA,Men,Gold
BEYER  Emil,Artistic G.,USA,Men,Silver
BISSINGER  John,Artistic G.,USA,Men,Silver
ROSENKAMPF  Arthur,Artistic G.,USA,Men,Silver
SCHMITZ  Julian,Artistic G.,USA,Men,Silver
STEFFEN  Otto,Artistic G.,USA,Men,Silver
WOLF  Max,Artistic G.,USA,Men,Silver
MERZ  William,Artistic G.,USA,Men,Bronze
EYSER  George,Artistic G.,USA,Men,Gold
HEIDA  Anton,Artistic G.,USA,Men,Gold
BLANCHARD  Elie,Lacrosse,CAN,Men,Gold
BRENNAUGH  W.,Lacrosse,CAN,Men,Gold
BRETZ  George,Lacrosse,CAN,Men,Gold
BURNS  William Laurie,Lacrosse,CAN,Men,Gold
CATTANACH  George,Lacrosse,CAN,Men,Gold
